index	theme	name	width	height	offset	datalen	format
1407	E	E_NOWPLAY_RED	21	21	0x13d63c4	882	rgb565
1408	E	E_ALLMUSIC_RED	21	20	0x13d6736	840	rgb565
1409	E	E_SINGER_RED	20	20	0x13d6a7e	800	rgb565
1410	E	E_ABLUM_RED	20	20	0x13d6d9e	800	rgb565
1411	E	E_GENRE_RED	20	20	0x13d70be	800	rgb565
1412	E	E_LIST_RED	20	20	0x13d73de	800	rgb565
1413	E	E_MYFAVO_RED	21	21	0x13d76fe	882	rgb565
1414	E	E_MEDIAUPDATA_RED	19	20	0x13d7a70	760	rgb565
1415	E	E_BREAKPOINT_PLAY_RED	21	21	0x13d7d68	882	rgb565
1416	E	E_FILE_NUMBER_UP00	7	10	0x13d80da	140	rgb565
1417	E	E_FILE_NUMBER_UP01	7	10	0x13d8166	140	rgb565
1418	E	E_FILE_NUMBER_UP02	7	10	0x13d81f2	140	rgb565
1419	E	E_FILE_NUMBER_UP03	7	10	0x13d827e	140	rgb565
1420	E	E_FILE_NUMBER_UP04	7	10	0x13d830a	140	rgb565
1421	E	E_FILE_NUMBER_UP05	7	10	0x13d8396	140	rgb565
1422	E	E_FILE_NUMBER_UP06	7	10	0x13d8422	140	rgb565
1423	E	E_FILE_NUMBER_UP07	7	10	0x13d84ae	140	rgb565
1424	E	E_FILE_NUMBER_UP08	7	10	0x13d853a	140	rgb565
1425	E	E_FILE_NUMBER_UP09	7	10	0x13d85c6	140	rgb565
1426	E	E_FILE_NUMBER_UP10	4	9	0x13d8652	72	rgb565
1427	E	E_FILE_NUMBER_UP11	2	9	0x13d869a	36	rgb565
1428	E	E_MUSIC_EQ_NOR	21	14	0x13d86be	588	rgb565
1429	E	E_MUSIC_EQ_RETRO	21	13	0x13d890a	546	rgb565
1430	E	E_MUSIC_EQ_BAS	21	14	0x13d8b2c	588	rgb565
1431	E	E_MUSIC_EQ_HEAVY	21	14	0x13d8d78	588	rgb565
1432	E	E_MUSIC_EQ_POP	21	14	0x13d8fc4	588	rgb565
1433	E	E_MUSIC_EQ_JAZ	21	14	0x13d9210	588	rgb565
1434	E	E_MUSIC_EQ_MS	21	14	0x13d945c	588	rgb565
1435	E	E_MUSIC_EQ_USE	21	14	0x13d96a8	588	rgb565
1436	E	E_MUSIC_SLIDER	10	10	0x13d98f4	200	rgb565
1437	E	E_MUSIC_SLIDERBK	10	10	0x13d99bc	200	rgb565
1438	E	E_RECORDER_RECORDING1	320	62	0x13d9a84	39680	rgb565
1439	E	E_RECORDER_RECORDING2	320	62	0x13e3584	39680	rgb565
1440	E	E_RECORDER_RECORDING3	320	62	0x13ed084	39680	rgb565
1441	E	E_RECORDER_RECORDING4	320	62	0x13f6b84	39680	rgb565
1442	E	E_RECORDER_RECORDING5	320	62	0x1400684	39680	rgb565
1443	E	E_RECORDER_RECORDING6	320	62	0x140a184	39680	rgb565
1444	E	E_RECORDER_RECORDING7	320	62	0x1413c84	39680	rgb565
1445	E	E_RECORDER_RECORDING8	320	62	0x141d784	39680	rgb565
1446	E	E_RECORDER_RECORDING9	320	62	0x1427284	39680	rgb565
1447	E	E_RECORDER_RECORDING10	320	62	0x1430d84	39680	rgb565
1448	E	E_RECORDER_RECORDING11	320	62	0x143a884	39680	rgb565
1449	E	E_RECORDER_RECORDING12	320	62	0x1444384	39680	rgb565
1450	E	E_SM_COM_VOLUME_000	320	170	0x144de84	108800	rgb565
1451	E	E_SM_COM_VOLUME_001	320	63	0x1468784	40320	rgb565
1452	E	E_SM_COM_VOLUME_002	320	63	0x1472504	40320	rgb565
1453	E	E_SM_COM_VOLUME_003	320	63	0x147c284	40320	rgb565
1454	E	E_SM_COM_VOLUME_004	320	63	0x1486004	40320	rgb565
1455	E	E_SM_COM_VOLUME_005	320	63	0x148fd84	40320	rgb565
1456	E	E_SM_COM_VOLUME_006	2	9	0x1499b04	36	rgb565
1457	E	E_SM_COM_VOLUME_007	2	6	0x1499b28	24	rgb565
1458	E	E_SM_COM_VOLUME_008	110	19	0x1499b40	4180	rgb565
1459	E	E_SM_COM_VOLUME_009	155	91	0x149ab94	28210	rgb565
1460	E	E_CARDNO	11	12	0x14a19c6	264	rgb565
1461	E	E_CARDHAVE	11	12	0x14a1ace	264	rgb565
1462	E	E_EARNO	15	14	0x14a1bd6	420	rgb565
1463	E	E_EARHAVE	15	14	0x14a1d7a	420	rgb565
1464	E	E_KEY0	19	19	0x14a1f1e	722	rgb565
1465	E	E_KEY1	19	19	0x14a21f0	722	rgb565
1466	E	E_KEY2	20	19	0x14a24c2	760	rgb565
1467	E	E_KEY3	20	19	0x14a27ba	760	rgb565
1468	E	E_KEY4	21	21	0x14a2ab2	882	rgb565
1469	E	E_KEY5	21	21	0x14a2e24	882	rgb565
1470	E	E_KEY6	20	20	0x14a3196	800	rgb565
1471	E	E_KEY7	20	20	0x14a34b6	800	rgb565
1472	E	E_KEY8	20	20	0x14a37d6	800	rgb565
1473	E	E_KEY9	20	20	0x14a3af6	800	rgb565
1474	E	E_KEY10	20	21	0x14a3e16	840	rgb565
1475	E	E_KEY11	20	21	0x14a415e	840	rgb565
1476	E	E_KEY12	21	21	0x14a44a6	882	rgb565
1477	E	E_KEY13	21	21	0x14a4818	882	rgb565
1478	E	E_KEY14	20	19	0x14a4b8a	760	rgb565
1479	E	E_KEY15	20	19	0x14a4e82	760	rgb565
1480	E	E_KEY16	19	20	0x14a517a	760	rgb565
1481	E	E_KEY17	20	20	0x14a5472	800	rgb565
1482	E	E_KEY18	20	20	0x14a5792	800	rgb565
1483	E	E_KEY19	20	20	0x14a5ab2	800	rgb565
1484	E	E_KEY20	16	15	0x14a5dd2	480	rgb565
1485	E	E_KEY21	16	15	0x14a5fb2	480	rgb565
1486	E	E_KEY22	3	4	0x14a6192	24	rgb565
1487	E	E_KEY23	20	20	0x14a61aa	800	rgb565
1488	E	E_KEY24	20	20	0x14a64ca	800	rgb565
1489	E	E_KEY25	20	21	0x14a67ea	840	rgb565
1490	E	E_KEY26	19	21	0x14a6b32	798	rgb565
1491	E	E_KEY27	20	20	0x14a6e50	800	rgb565
1492	E	E_KEY28	20	20	0x14a7170	800	rgb565
1493	E	E_KEY29	20	20	0x14a7490	800	rgb565
1494	E	E_KEY30	20	21	0x14a77b0	840	rgb565
1495	E	E_KEY31	20	21	0x14a7af8	840	rgb565
1496	E	E_KEY32	21	20	0x14a7e40	840	rgb565
1497	E	E_KEY33	21	20	0x14a8188	840	rgb565
1498	E	E_KEY40	51	11	0x14a84d0	1122	rgb565
1499	E	E_KEY41	51	11	0x14a8932	1122	rgb565
1500	E	E_KEY42	51	11	0x14a8d94	1122	rgb565
1501	E	E_KEY43	51	11	0x14a91f6	1122	rgb565
1502	E	E_KEY44	51	11	0x14a9658	1122	rgb565
1503	E	E_KEY51	20	20	0x14a9aba	800	rgb565
1504	E	E_KEY52	20	20	0x14a9dda	800	rgb565
1505	E	E_KEY53	21	20	0x14aa0fa	840	rgb565
1506	E	E_KEY54	21	20	0x14aa442	840	rgb565
1507	E	D_KEY55	21	20	0x14aa78a	840	rgb565
1508	E	D_KEY56	20	19	0x14aaad2	760	rgb565
1509	E	D_KEY57	20	20	0x14aadca	800	rgb565
1510	E	D_KEY58	19	19	0x14ab0ea	722	rgb565
1511	E	E_KEYCHANGE	176	66	0x14ab3bc	23232	rgb565
1512	E	E_KEYCH0	21	20	0x14b0e7c	840	rgb565
1513	E	E_KEYCH1	21	20	0x14b11c4	840	rgb565
1514	E	E_TIME_BACK_BOX	320	170	0x14b150c	108800	rgb565
1515	E	E_TIME_BACK_BOXE	40	40	0x14cbe0c	3200	rgb565
1516	E	E_TIME_NUM1_00	10	16	0x14cca8c	320	rgb565
1517	E	E_TIME_NUM1_01	10	16	0x14ccbcc	320	rgb565
1518	E	E_TIME_NUM1_02	10	16	0x14ccd0c	320	rgb565
1519	E	E_TIME_NUM1_03	10	16	0x14cce4c	320	rgb565
1520	E	E_TIME_NUM1_04	10	16	0x14ccf8c	320	rgb565
1521	E	E_TIME_NUM1_05	10	16	0x14cd0cc	320	rgb565
1522	E	E_TIME_NUM1_06	10	16	0x14cd20c	320	rgb565
1523	E	E_TIME_NUM1_07	10	16	0x14cd34c	320	rgb565
1524	E	E_TIME_NUM1_08	10	16	0x14cd48c	320	rgb565
1525	E	E_TIME_NUM1_09	10	16	0x14cd5cc	320	rgb565
1526	E	E_TIME_NUM1_10	10	16	0x14cd70c	320	rgb565
1527	E	E_TIME_NUM1_11	10	16	0x14cd84c	320	rgb565
1528	E	E_TIME_NUM3_00	9	12	0x14cd98c	216	rgb565
1529	E	E_TIME_NUM3_01	9	12	0x14cda64	216	rgb565
1530	E	E_TIME_NUM3_02	9	12	0x14cdb3c	216	rgb565
1531	E	E_TIME_NUM3_03	9	12	0x14cdc14	216	rgb565
1532	E	E_TIME_NUM3_04	9	12	0x14cdcec	216	rgb565
1533	E	E_TIME_NUM3_05	9	12	0x14cddc4	216	rgb565
1534	E	E_TIME_NUM3_06	9	12	0x14cde9c	216	rgb565
1535	E	E_TIME_NUM3_07	9	12	0x14cdf74	216	rgb565
1536	E	E_TIME_NUM3_08	9	12	0x14ce04c	216	rgb565
1537	E	E_TIME_NUM3_09	9	12	0x14ce124	216	rgb565
1538	E	E_TIME_NUM3_10	4	9	0x14ce1fc	72	rgb565
1539	E	E_MCARDYES	16	14	0x14ce244	448	rgb565
1540	E	E_MCARDYES1	16	14	0x14ce404	448	rgb565
1541	E	E_MCARDNO	21	20	0x14ce5c4	840	rgb565
1542	E	E_MCARDNO1	21	20	0x14ce90c	840	rgb565
1543	E	E_MCARDNO2	20	20	0x14cec54	800	rgb565
1544	E	E_MCARDNO3	20	20	0x14cef74	800	rgb565
1545	E	E_BTOFF	11	12	0x14cf294	264	rgb565
1546	E	E_BTON	11	12	0x14cf39c	264	rgb565
1547	E	E_BTOK	11	12	0x14cf4a4	264	rgb565
1548	E	E_MENUDOT	22	2	0x14cf5ac	88	rgb565
1549	E	E_MYLOVE	13	11	0x14cf604	286	rgb565
1550	E	E_MYLOVEX	13	11	0x14cf722	286	rgb565
1551	E	E_MYLOVEB	13	12	0x14cf840	312	rgb565
1552	E	E_MYLOVEBX	13	12	0x14cf978	312	rgb565
1553	E	E_MAINMENU_PLAYING	1	1	0x14cfab0	2	rgb565
1554	E	E_AAKEY32	18	12	0x14cfab2	432	rgb565
1555	E	E_AAKEY33	18	12	0x14cfc62	432	rgb565
1556	E	E_AAKEY35	18	11	0x14cfe12	396	rgb565
1557	E	E_AKEY32	21	13	0x14cff9e	546	rgb565
1558	E	E_AAKEY34	21	19	0x14d01c0	798	rgb565
1559	E	E_AAKEY36	21	19	0x14d04de	798	rgb565
1560	E	E_BATTC0	19	12	0x14d07fc	456	rgb565
1561	E	E_BATTC1	19	12	0x14d09c4	456	rgb565
1562	E	E_BATTC2	19	12	0x14d0b8c	456	rgb565
1563	E	E_BATTC3	19	12	0x14d0d54	456	rgb565
1564	E	E_BATTC4	19	12	0x14d0f1c	456	rgb565
1565	E	E_MUSIC_BACKGROUND1	320	170	0x14d10e4	108800	rgb565
1566	E	E_MUSIC_BACKGROUND2	159	100	0x14eb9e4	31800	rgb565
1567	E	E_AKEY32A	21	13	0x14f361c	546	rgb565
1568	E	E_MUSIC_BOTTOMA	158	17	0x14f383e	5372	rgb565
1569	E	E_SEL_ICONPART0A	120	14	0x14f4d3a	3360	rgb565
1570	E	E_SEL_ICONPART0B	96	14	0x14f5a5a	2688	rgb565
1571	E	E_SEL_ICONPART0C	95	14	0x14f64da	2660	rgb565
1572	E	D_VOLNUM_00	7	13	0x14f6f3e	182	rgb565
1573	E	D_VOLNUM_01	7	13	0x14f6ff4	182	rgb565
1574	E	D_VOLNUM_02	7	13	0x14f70aa	182	rgb565
1575	E	D_VOLNUM_03	7	13	0x14f7160	182	rgb565
1576	E	D_VOLNUM_04	7	13	0x14f7216	182	rgb565
1577	E	D_VOLNUM_05	7	13	0x14f72cc	182	rgb565
1578	E	D_VOLNUM_06	7	13	0x14f7382	182	rgb565
1579	E	D_VOLNUM_07	7	13	0x14f7438	182	rgb565
1580	E	D_VOLNUM_08	7	13	0x14f74ee	182	rgb565
1581	E	D_VOLNUM_09	7	13	0x14f75a4	182	rgb565
1582	E	D_VOLNUM_L	7	13	0x14f765a	182	rgb565
1583	E	D_VOLNUM_R	8	13	0x14f7710	208	rgb565
1584	E	D_VOLNUM_X	179	142	0x14f77e0	50836	rgb565
1585	E	D_VOLNUM_Y	7	15	0x1503e74	210	rgb565
1586	E	D_VOLNUM_YY	7	15	0x1503f46	210	rgb565
1587	E	D_VOLNUM_Z	1	8	0x1504018	16	rgb565
1588	E	E_MUSIC_B	137	127	0x1504028	34798	rgb565
1589	E	E_SETMENU_USERSEL01	24	127	0x150c816	6096	rgb565
1590	E	E_SETMENU_USERSEL02	24	11	0x150dfe6	528	rgb565
1591	E	E_SETMENU_USERNOSEL01	24	127	0x150e1f6	6096	rgb565
1592	E	E_SETMENU_USERNOSEL02	24	11	0x150f9c6	528	rgb565
1593	E	E_SETMENU_USEREQSETTING	320	170	0x150fbd6	108800	rgb565
1594	E	E_P_GREENC0	12	19	0x152a4d6	456	rgb565
1595	E	E_P_GREENC1	12	19	0x152a69e	456	rgb565
1596	E	E_P_GREENC2	12	19	0x152a866	456	rgb565
1597	E	E_P_GREENC3	12	19	0x152aa2e	456	rgb565
1598	E	E_P_GREENC4	12	19	0x152abf6	456	rgb565
1599	E	E_P_GREENC5	12	19	0x152adbe	456	rgb565
1600	E	E_P_GREENC6	12	19	0x152af86	456	rgb565
1601	E	E_P_GREENC7	12	19	0x152b14e	456	rgb565
1602	E	E_P_GREENC8	12	19	0x152b316	456	rgb565
1603	E	E_P_GREENC9	12	19	0x152b4de	456	rgb565
1604	E	E_USB_DAC	320	170	0x152b6a6	108800	rgb565
1605	E	E_USB_DATA	320	170	0x1545fa6	108800	rgb565
1606	E	E_USB_DACSHOW1	320	62	0x15608a6	39680	rgb565
1607	E	E_USB_DACSHOW2	320	62	0x156a3a6	39680	rgb565
1608	E	E_USB_DACSHOW3	320	62	0x1573ea6	39680	rgb565
1609	E	E_USB_DACSHOW4	320	62	0x157d9a6	39680	rgb565
1610	E	E_USB_DACSHOW5	320	62	0x15874a6	39680	rgb565
1611	E	E_USB_PLAYER	320	170	0x1590fa6	108800	rgb565
1612	E	E_USB_PLAYER1	320	62	0x15ab8a6	39680	rgb565
1613	E	E_USB_PLAYER2	320	62	0x15b53a6	39680	rgb565
1614	E	E_USB_PLAYER3	320	62	0x15beea6	39680	rgb565
1615	E	E_USB_PLAYER4	320	62	0x15c89a6	39680	rgb565
1616	E	E_USB_PLAYER5	320	62	0x15d24a6	39680	rgb565
